id,semantic_groups,preflabel,name,synonyms,description
ensembl:ENSG00000238142,NA,ensembl:ENSG00000238142,NA,NA,NA
HGNC:5126,GENE,HOXC4,homeobox C4,HOX3|HOX3E|cp19,"This gene belongs to the homeobox family of genes. The homeobox genes encode a highly conserved family of transcription factors that play an important role in morphogenesis in all multicellular organisms. Mammals possess four similar homeobox gene clusters, HOXA, HOXB, HOXC and HOXD, which are located on different chromosomes and consist of 9 to 11 genes arranged in tandem. This gene, HOXC4, is one of several homeobox HOXC genes located in a cluster on chromosome 12. Three genes, HOXC5, HOXC4 and HOXC6, share a 5' non-coding exon. Transcripts may include the shared exon spliced to the gene-specific exons, or they may include only the gene-specific exons. Two alternatively spliced variants that encode the same protein have been described for HOXC4. Transcript variant one includes the shared exon, and transcript variant two includes only gene-specific exons. [provided by RefSeq, Jul 2008]."
HGNC:20122,GENE,TDRD9,tudor domain containing 9,C14orf75|HIG-1|HLS|NET54|SPGF30|SPNE,NA
ensembl:ENSG00000176034,NA,ensembl:ENSG00000176034,NA,NA,NA
ensembl:ENSG00000269886,NA,ensembl:ENSG00000269886,NA,NA,NA
ensembl:ENSG00000152268,NA,ensembl:ENSG00000152268,NA,NA,NA
ensembl:ENSG00000260698,NA,ensembl:ENSG00000260698,NA,NA,NA
ensembl:ENSG00000270140,NA,ensembl:ENSG00000270140,NA,NA,NA
HGNC:3695,GENE,FGL1,fibrinogen like 1,HFREP1|HP-041|HPS|LFIRE-1|LFIRE1,"Fibrinogen-like 1 is a member of the fibrinogen family. This protein is homologous to the carboxy terminus of the fibrinogen beta- and gamma- subunits which contains the four conserved cysteines of fibrinogens and fibrinogen related proteins. However, this protein lacks the platelet-binding site, cross-linking region and a thrombin-sensitive site which are necessary for fibrin clot formation. This protein may play a role in the development of hepatocellular carcinomas. Four alternatively spliced transcript variants encoding the same protein exist for this gene. [provided by RefSeq, Jul 2008]."
HGNC:1980,GENE,CILP,cartilage intermediate layer protein,CILP-1|HsT18872,"Major alterations in the composition of the cartilage extracellular matrix occur in joint disease, such as osteoarthrosis. This gene encodes the cartilage intermediate layer protein (CILP), which increases in early osteoarthrosis cartilage. The encoded protein was thought to encode a protein precursor for two different proteins; an N-terminal CILP and a C-terminal homolog of NTPPHase, however, later studies identified no nucleotide pyrophosphatase phosphodiesterase (NPP) activity. The full-length and the N-terminal domain of this protein was shown to function as an IGF-1 antagonist. An allelic variant of this gene has been associated with lumbar disc disease. [provided by RefSeq, Sep 2010]."
ensembl:ENSG00000185168,NA,ensembl:ENSG00000185168,long intergenic non-protein coding RNA 482,NA,NA
HGNC:29859,GENE,ABI3,ABI family member 3,NESH|SSH3BP3,"This gene encodes a member of an adaptor protein family. Members of this family encode proteins containing a homeobox homology domain, proline rich region and Src-homology 3 (SH3) domain, and are components of the Abi/WAVE complex which regulates actin polymerization. The encoded protein inhibits ectopic metastasis of tumor cells as well as cell migration. This may be accomplished through interaction with p21-activated kinase. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]."
ensembl:ENSG00000271239,NA,ensembl:ENSG00000271239,NA,NA,NA
HGNC:28721,GENE,RNF183,ring finger protein 183,NA,NA
HGNC:11249,GENE,SPN,sialophorin,CD43|GALGP|GPL115|LSN,"This gene encodes a highly sialylated glycoprotein that functions in antigen-specific activation of T cells, and is found on the surface of thymocytes, T lymphocytes, monocytes, granulocytes, and some B lymphocytes. It contains a mucin-like extracellular domain, a transmembrane region and a carboxy-terminal intracellular region. The extracellular domain has a high proportion of serine and threonine residues, allowing extensive O-glycosylation, and has one potential N-glycosylation site, while the carboxy-terminal region has potential phosphorylation sites that may mediate transduction of activation signals. Different glycoforms of this protein have been described. In stimulated immune cells, proteolytic cleavage of the extracellular domain occurs in some cell types, releasing a soluble extracellular fragment. Defects in expression of this gene are associated with Wiskott-Aldrich syndrome. [provided by RefSeq, Sep 2017]."
HGNC:21685,GENE,CD109,CD109 molecule,CPAMD7|p180|r150,"This gene encodes a glycosyl phosphatidylinositol (GPI)-linked glycoprotein that localizes to the surface of platelets, activated T-cells, and endothelial cells. The protein binds to and negatively regulates signalling by transforming growth factor beta (TGF-beta). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2014]."
HGNC:4944,GENE,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",CELIAC1|HLA-DQB|IDDM1,"HLA-DQB1 belongs to the HLA class II beta chain paralogs. This class II molecule is a heterodimer consisting of an alpha (DQA) and a beta chain (DQB), both anchored in the membrane. It plays a central role in the immune system by presenting peptides derived from extracellular proteins. Class II molecules are expressed in antigen presenting cells (APC: B lymphocytes, dendritic cells, macrophages). The beta chain is approximately 26-28 kDa and it contains six exons. Exon 1 encodes the leader peptide, exons 2 and 3 encode the two extracellular domains, exon 4 encodes the transmembrane domain and exon 5 encodes the cytoplasmic tail. Within the DQ molecule both the alpha chain and the beta chain contain the polymorphisms specifying the peptide binding specificities, resulting in up to four different molecules. Typing for these polymorphisms is routinely done for bone marrow transplantation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2011]."
HGNC:5114,GENE,HOXB3,homeobox B3,HOX2|HOX2G|Hox-2.7,"This gene is a member of the Antp homeobox family and encodes a nuclear protein with a homeobox DNA-binding domain. It is included in a cluster of homeobox B genes located on chromosome 17. The encoded protein functions as a sequence-specific transcription factor that is involved in development. Increased expression of this gene is associated with a distinct biologic subset of acute myeloid leukemia (AML). [provided by RefSeq, Jul 2008]."
HGNC:15480,GENE,DIAPH3,diaphanous related formin 3,AN|AUNA1|DIA2|DRF3|NSDAN|diap3|mDia2,"This gene encodes a member of the diaphanous subfamily of the formin family. Members of this family are involved in actin remodeling and regulate cell movement and adhesion. Mutations in this gene are associated with autosomal dominant auditory neuropathy 1. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2012]."
HGNC:4045,GENE,FZD7,frizzled class receptor 7,FzE3,"Members of the 'frizzled' gene family encode 7-transmembrane domain proteins that are receptors for Wnt signaling proteins.  The FZD7 protein contains an N-terminal signal sequence, 10 cysteine residues typical of the cysteine-rich extracellular domain of Fz family members, 7 putative transmembrane domains, and an intracellular C-terminal tail with a PDZ domain-binding motif.  FZD7 gene expression may downregulate APC function and enhance beta-catenin-mediated signals in poorly differentiated human esophageal carcinomas. [provided by RefSeq, Jul 2008]."
HGNC:12261,GENE,TRDN,triadin,CPVT5|TDN|TRISK,"This gene encodes an integral membrane protein that contains a single transmembrane domain. As similar protein in rabbits plays a role in skeletal muscle excitation-contraction coupling as part of the calcium release complex in association with the ryanodine receptor. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene, and single nucleotide polymorphisms in this gene may be markers for IgA nephritis. [provided by RefSeq, Oct 2011]."
HGNC:17824,GENE,HRASLS2,phospholipase A and acyltransferase 2,HRASLS2|PLA1/2-2|PLAAT-2,"The protein encoded by this gene has both phospholipase and acyltransferase activities and acts as a tumor suppressor. The encoded protein can hydrolyze dipalmitoylated phosphatidylcholine (PC) to palmitic acid and lyso-PC. In addition, this protein can catalyze the N-acylation of phosphatidylethanolamine and can catalyze the O-acylation of lyso-PC to form PC. [provided by RefSeq, Jul 2016]."
HGNC:26259,GENE,ZC3H12A,zinc finger CCCH-type containing 12A,MCPIP|MCPIP-1|MCPIP1|Reg1|dJ423B22.1,"ZC3H12A is an MCP1 (CCL2; MIM 158105)-induced protein that acts as a transcriptional activator and causes cell death of cardiomyocytes, possibly via induction of genes associated with apoptosis.[supplied by OMIM, Mar 2008]."
ensembl:ENSG00000244398,NA,ensembl:ENSG00000244398,NA,NA,NA
HGNC:3165,GENE,S1PR1,sphingosine-1-phosphate receptor 1,CD363|CHEDG1|D1S3362|ECGF1|EDG-1|EDG1|S1P1,"The protein encoded by this gene is structurally similar to G protein-coupled receptors and is highly expressed in endothelial cells. It binds the ligand sphingosine-1-phosphate with high affinity and high specificity, and suggested to be involved in the processes that regulate the differentiation of endothelial cells. Activation of this receptor induces cell-cell adhesion. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2016]."
HGNC:8724,GENE,PCK1,phosphoenolpyruvate carboxykinase 1,PCKDC|PEPCK-C|PEPCK1|PEPCKC,"This gene is a main control point for the regulation of gluconeogenesis. The cytosolic enzyme encoded by this gene, along with GTP, catalyzes the formation of phosphoenolpyruvate from oxaloacetate, with the release of carbon dioxide and GDP. The expression of this gene can be regulated by insulin, glucocorticoids, glucagon, cAMP, and diet. Defects in this gene are a cause of cytosolic phosphoenolpyruvate carboxykinase deficiency. A mitochondrial isozyme of the encoded protein also has been characterized. [provided by RefSeq, Jul 2008]."
HGNC:2216,GENE,COL8A2,collagen type VIII alpha 2 chain,FECD|FECD1|PPCD|PPCD2,"This gene encodes the alpha 2 chain of type VIII collagen. This protein is a major component of the basement membrane of the corneal endothelium and forms homo- or heterotrimers with alpha 1 (VIII) type collagens. Defects in this gene are associated with Fuchs endothelial corneal dystrophy and posterior polymorphous corneal dystrophy type 2. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]."
ensembl:ENSG00000241170,NA,ensembl:ENSG00000241170,NA,NA,NA
HGNC:43944,GENE,LINC00607,long intergenic non-protein coding RNA 607,NA,NA
HGNC:6163,GENE,ITGB8,integrin subunit beta 8,NA,"This gene is a member of the integrin beta chain family and encodes a single-pass type I membrane protein with a VWFA domain and four cysteine-rich repeats. This protein noncovalently binds to an alpha subunit to form a heterodimeric integrin complex. In general, integrin complexes mediate cell-cell and cell-extracellular matrix interactions and this complex plays a role in human airway epithelial proliferation. Alternatively spliced variants which encode different protein isoforms have been described; however, not all variants have been fully characterized. [provided by RefSeq, Jul 2008]."
HGNC:19168,GENE,TINAGL1,tubulointerstitial nephritis antigen like 1,ARG1|LCN7|LIECG3|TINAGRP,"The protein encoded by this gene is similar in sequence to tubulointerstitial nephritis antigen, a secreted glycoprotein that is recognized by antibodies in some types of immune-related tubulointerstitial nephritis. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2011]."
ensembl:ENSG00000225704,NA,ensembl:ENSG00000225704,NA,NA,NA
HGNC:14000,GENE,PRDM16,PR/SET domain 16,CMD1LL|KMT8F|LVNC8|MEL1|PFM13,"The reciprocal translocation t(1;3)(p36;q21) occurs in a subset of myelodysplastic syndrome (MDS) and acute myeloid leukemia (AML). This gene is located near the 1p36.3 breakpoint and has been shown to be specifically expressed in the t(1:3)(p36,q21)-positive MDS/AML. The protein encoded by this gene is a zinc finger transcription factor and contains an N-terminal PR domain. The translocation results in the overexpression of a truncated version of this protein that lacks the PR domain, which may play an important role in the pathogenesis of MDS and AML. Alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]."
HGNC:18152,GENE,TNFRSF12A,TNF receptor superfamily member 12A,CD266|FN14|TWEAKR,NA
HGNC:52447,GENE,AP000344.3,long intergenic non-protein coding RNA 1659,NA,NA
ensembl:ENSG00000268404,NA,ensembl:ENSG00000268404,NA,NA,NA
HGNC:6000,GENE,IL1RN,interleukin 1 receptor antagonist,DIRA|ICIL-1RA|IL-1RN|IL-1ra|IL-1ra3|IL1F3|IL1RA|IRAP|MVCD4,"The protein encoded by this gene is a member of the interleukin 1 cytokine family. This protein inhibits the activities of interleukin 1, alpha (IL1A) and interleukin 1, beta (IL1B), and modulates a variety of interleukin 1 related immune and inflammatory responses, particularly in the acute phase of infection and inflammation. This gene and five other closely related cytokine genes form a gene cluster spanning approximately 400 kb on chromosome 2. A polymorphism of this gene is reported to be associated with increased risk of osteoporotic fractures and gastric cancer. Several alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Aug 2020]."
HGNC:9042,GENE,PLA2R1,phospholipase A2 receptor 1,CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R,"This gene represents a phospholipase A2 receptor. The encoded protein likely exists as both a transmembrane form and a soluble form. The transmembrane receptor may play a role in clearance of phospholipase A2, thereby inhibiting its action. Polymorphisms at this locus have been associated with susceptibility to idiopathic membranous nephropathy. Alternatively spliced transcript variants encoding different isoforms have been identified.[provided by RefSeq, Sep 2010]."
HGNC:4403,GENE,GNG11,G protein subunit gamma 11,GNGT11,"This gene is a member of the guanine nucleotide-binding protein (G protein) gamma family and encodes a lipid-anchored, cell membrane protein. As a member of the heterotrimeric G protein complex, this protein plays a role in this transmembrane signaling system. This protein is also subject to carboxyl-terminal processing. Decreased expression of this gene is associated with splenic marginal zone lymphomas. [provided by RefSeq, Jul 2008]."
HGNC:23429,GENE,MEIG1,meiosis/spermiogenesis associated 1,SPATA39|bA2K17.3,NA
HGNC:6134,GENE,ITGA1,integrin subunit alpha 1,CD49a|VLA1,"This gene encodes the alpha 1 subunit of integrin receptors. This protein heterodimerizes with the beta 1 subunit to form a cell-surface receptor for collagen and laminin. The heterodimeric receptor is involved in cell-cell adhesion and may play a role in inflammation and fibrosis. The alpha 1 subunit contains an inserted (I) von Willebrand factor type I domain which is thought to be involved in collagen binding. [provided by RefSeq, Jul 2008]."
HGNC:5977,GENE,IL15,interleukin 15,IL-15,"The protein encoded by this gene is a cytokine that regulates T and natural killer cell activation and proliferation. This cytokine and interleukine 2 share many biological activities. They are found to bind common hematopoietin receptor subunits, and may compete for the same receptor, and thus negatively regulate each other's activity. The number of CD8+ memory cells is shown to be controlled by a balance between this cytokine and IL2. This cytokine induces the activation of JAK kinases, as well as the phosphorylation and activation of transcription activators STAT3, STAT5, and STAT6. Studies of the mouse counterpart suggested that this cytokine may increase the expression of apoptosis inhibitor BCL2L1/BCL-x(L), possibly through the transcription activation activity of STAT6, and thus prevent apoptosis. Alternatively spliced transcript variants of this gene have been reported. [provided by RefSeq, Feb 2011]."
ensembl:ENSG00000266447,NA,ensembl:ENSG00000266447,NA,NA,NA
HGNC:11127,GENE,SIGLEC1,sialic acid binding Ig like lectin 1,CD169|SIGLEC-1|SN,"This gene encodes a member of the immunoglobulin superfamily. The encoded protein is a lectin-like adhesion molecule that binds glycoconjugate ligands on cell surfaces in a sialic acid-dependent manner. It is a type I transmembrane protein expressed only by a subpopulation of macrophages and is involved in mediating cell-cell interactions. Alternative splicing produces a transcript variant encoding an isoform that is soluble rather than membrane-bound; however, the full-length nature of this variant has not been determined. [provided by RefSeq, Jul 2008]."
HGNC:10903,GENE,SLAMF1,signaling lymphocytic activation molecule family member 1,CD150|CDw150|SLAM,NA
ensembl:ENSG00000233967,NA,ensembl:ENSG00000233967,NA,NA,NA
ensembl:ENSG00000267192,NA,ensembl:ENSG00000267192,NA,NA,NA
HGNC:14679,GENE,SLC38A4,solute carrier family 38 member 4,ATA3|NAT3|PAAT|SNAT4,"SLC38A4 is found predominantly in liver and transports both cationic and neutral amino acids. The transport of cationic amino acids by SLC38A4 is Na(+) and pH independent, while the transport of neutral amino acids is Na(+) and pH dependent (Hatanaka et al., 2001 [PubMed 11342143]).[supplied by OMIM, Mar 2008]."
HGNC:52924,GENE,RP1-37N7.3,long intergenic non-protein coding RNA 2076,NA,NA
ensembl:ENSG00000200253,NA,ensembl:ENSG00000200253,"RNA, U6 small nuclear 529, pseudogene",NA,NA
ensembl:ENSG00000255671,NA,ensembl:ENSG00000255671,NA,NA,NA
ensembl:ENSG00000249577,NA,ensembl:ENSG00000249577,NA,NA,NA
HGNC:28867,GENE,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,IMP-2|IMP2|VICKZ2,"This gene encodes a protein that binds the 5' UTR of insulin-like growth factor 2 (IGF2) mRNA and regulates its translation. It plays an important role in metabolism and variation in this gene is associated with susceptibility to diabetes. Alternative splicing and promoter usage results in multiple transcript variants. Related pseudogenes are found on several chromosomes. [provided by RefSeq, Sep 2016]."
HGNC:40702,GENE,CACNA2D3-AS1,CACNA2D3 antisense RNA 1,NA,NA
ensembl:ENSG00000223060,NA,ensembl:ENSG00000223060,Y RNA,NA,NA
HGNC:20458,GENE,CRYGN,crystallin gamma N,NA,"This gene encodes a member of the crystallin family of proteins that are localized to the refractive structure of vertebrate eye lenses. The protein encoded by this gene is unique in that it has both beta and gamma crystallin protein motifs. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Apr 2015]."
HGNC:33846,GENE,ARHGEF35,Rho guanine nucleotide exchange factor 35,ARHGEF5L,NA
ensembl:ENSG00000234431,NA,ensembl:ENSG00000234431,NA,NA,NA
HGNC:50677,GENE,RP4-773N10.6,long intergenic non-protein coding RNA 1397,NA,NA
HGNC:3691,GENE,FGFR4,fibroblast growth factor receptor 4,CD334|JTK2|TKF,"The protein encoded by this gene is a tyrosine kinase and cell surface receptor for fibroblast growth factors. The encoded protein is involved in the regulation of several pathways, including cell proliferation, cell differentiation, cell migration, lipid metabolism, bile acid biosynthesis, vitamin D metabolism, glucose uptake, and phosphate homeostasis. This protein consists of an extracellular region, composed of three immunoglobulin-like domains, a single hydrophobic membrane-spanning segment, and a cytoplasmic tyrosine kinase domain. The extracellular portion interacts with fibroblast growth factors, setting in motion a cascade of downstream signals, ultimately influencing mitogenesis and differentiation. [provided by RefSeq, Aug 2017]."
HGNC:3180,GENE,EDNRB,endothelin receptor type B,ABCDS|ET-B|ET-BR|ETB|ETB1|ETBR|ETRB|HSCR|HSCR2|WS4A,"The protein encoded by this gene is a G protein-coupled receptor which activates a phosphatidylinositol-calcium second messenger system. Its ligand, endothelin, consists of a family of three potent vasoactive peptides: ET1, ET2, and ET3. Studies suggest that the multigenic disorder, Hirschsprung disease type 2, is due to mutations in the endothelin receptor type B gene. Alternative splicing and the use of alternative promoters results in multiple transcript variants. [provided by RefSeq, Oct 2016]."
ensembl:ENSG00000235111,NA,ensembl:ENSG00000235111,NA,NA,NA
HGNC:32554,GENE,FAM83G,family with sequence similarity 83 member G,PAWS1,NA
ensembl:ENSG00000174977,NA,ensembl:ENSG00000174977,NA,NA,NA
ensembl:ENSG00000223749,NA,ensembl:ENSG00000223749,MIR503 host gene,NA,NA
ensembl:ENSG00000221423,NA,ensembl:ENSG00000221423,NA,NA,NA
HGNC:27414,GENE,ARHGAP30,Rho GTPase activating protein 30,NA,NA
ensembl:ENSG00000267986,NA,ensembl:ENSG00000267986,NA,NA,NA
HGNC:14451,GENE,LPIN3,lipin 3,LIPN3L|SMP2|dJ620E11.2,"The protein encoded by this gene is a member of the lipin family of proteins, and all family members share strong homology in their C-terminal region. This protein is thought to form hetero-oligomers with other lipin family members, while one family member, lipin 1, can also form homo-oligomers. This protein contains conserved motifs for phosphatidate phosphatase 1 (PAP1) activity as well as a domain that interacts with a transcriptional co-activator. Lipin complexes act in the cytoplasm to catalyze the dephosphorylation of phosphatidic acid to produce diacylglycerol, which is the precursor of both triglycerides and phospholipids. Lipin complexes are also thought to regulate gene expression as transcriptional co-activators in the nucleus. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2014]."
HGNC:3978,GENE,ALDH1L1,aldehyde dehydrogenase 1 family member L1,10-FTHFDH|10-fTHF|FDH|FTHFD,"The protein encoded by this gene catalyzes the conversion of 10-formyltetrahydrofolate, nicotinamide adenine dinucleotide phosphate (NADP+), and water to tetrahydrofolate, NADPH, and carbon dioxide. The encoded protein belongs to the aldehyde dehydrogenase family. Loss of function or expression of this gene is associated with decreased apoptosis, increased cell motility, and cancer progression. There is an antisense transcript that overlaps on the opposite strand with this gene locus. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2012]."
ensembl:ENSG00000251050,NA,ensembl:ENSG00000251050,RBX1 pseudogene 2,NA,NA
ensembl:ENSG00000205056,NA,ensembl:ENSG00000205056,long intergenic non-protein coding RNA 2397,NA,NA
HGNC:26032,GENE,LPCAT2,lysophosphatidylcholine acyltransferase 2,AGPAT11|AYTL1|LysoPAFAT,"This gene encodes a member of the lysophospholipid acyltransferase family. The encoded enzyme may function in two ways: to catalyze the biosynthesis of platelet-activating factor (1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine) from 1-O-alkyl-sn-glycero-3-phosphocholine, and to catalyze the synthesis of glycerophospholipid precursors from arachidonyl-CoA and lysophosphatidylcholine. The encoded protein may function in membrane biogenesis and production of platelet-activating factor in inflammatory cells. The enzyme may localize to the endoplasmic reticulum and the Golgi. [provided by RefSeq, Feb 2009]."
ensembl:ENSG00000261113,NA,ensembl:ENSG00000261113,NA,NA,NA
ensembl:ENSG00000263934,NA,ensembl:ENSG00000263934,"small nucleolar RNA, C/D box 3A",NA,NA
HGNC:32351,GENE,AC026150.5,long intergenic non-protein coding RNA 2249,DKFZP434L187,NA
HGNC:27081,GENE,LINC00924,long intergenic non-protein coding RNA 924,NA,NA
ensembl:ENSG00000255026,NA,ensembl:ENSG00000255026,NA,NA,NA
HGNC:21531,GENE,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15,GALNACT15|GALNT13|GALNT7|GALNTL2|PIH5|pp-GalNAc-T15,NA
HGNC:6685,GENE,LRAT,lecithin retinol acyltransferase,LCA14,"The protein encoded by this gene localizes to the endoplasmic reticulum, where it catalyzes the esterification of all-trans-retinol into all-trans-retinyl ester. This reaction is an important step in vitamin A metabolism in the visual system. Mutations in this gene have been associated with early-onset severe retinal dystrophy and Leber congenital amaurosis 14. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2014]."
ensembl:ENSG00000224196,NA,ensembl:ENSG00000224196,NA,NA,NA
HGNC:26281,GENE,CCDC81,coiled-coil domain containing 81,NA,NA
ensembl:ENSG00000204092,NA,ensembl:ENSG00000204092,long intergenic non-protein coding RNA 951,NA,NA
HGNC:11554,GENE,TAGLN2,transgelin 2,HA1756,"The protein encoded by this gene is similar to the protein transgelin, which is one of the earliest markers of differentiated smooth muscle. The specific function of this protein has not yet been determined, although it is thought to be a tumor suppressor. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2013]."
HGNC:15520,GENE,LPAR6,lysophosphatidic acid receptor 6,ARWH1|HYPT8|LAH3|LPA-6|P2RY5|P2Y5,"The protein encoded by this gene belongs to the family of G-protein coupled receptors, that are preferentially activated by adenosine and uridine nucleotides. This gene aligns with an internal intron of the retinoblastoma susceptibility gene in the reverse orientation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2009]."
HGNC:10728,GENE,SEMA3F,semaphorin 3F,SEMA-IV|SEMA4|SEMAK,"This gene encodes a member of the semaphorin III family of secreted signaling proteins that are involved in axon guidance during neuronal development. The encoded protein contains an N-terminal Sema domain, an immunoglobulin loop and a C-terminal basic domain. This gene is expressed by the endothelial cells where it was found to act in an autocrine fashion to induce apoptosis, inhibit cell proliferation and survival, and function as an anti-tumorigenic agent. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2016]."
HGNC:50329,GENE,RP11-112L6.4,long intergenic non-protein coding RNA 1273,NA,NA
ensembl:ENSG00000228421,NA,ensembl:ENSG00000228421,NA,NA,NA
HGNC:25162,GENE,NEURL3,neuralized E3 ubiquitin protein ligase 3,LINCR|RNF132,NA
HGNC:1972,GENE,CHST4,carbohydrate sulfotransferase 4,GST3|GlcNAc6ST2|HECGLCNAC6ST|LSST,"This gene encodes an N-acetylglucosamine 6-O sulfotransferase. The encoded enzyme transfers sulfate from 3'phosphoadenosine 5'phospho-sulfate to the 6-hydroxyl group of N-acetylglucosamine on glycoproteins. This protein is localized to the Golgi and is involved in the modification of glycan structures on ligands of the lymphocyte homing receptor L-selectin. Alternate splicing in the 5' UTR results in multiple transcript variants that encode the same protein. [provided by RefSeq, Oct 2009]."
HGNC:16442,GENE,P2RY14,purinergic receptor P2Y14,BPR105|GPR105|P2Y14,"The product of this gene belongs to the family of G-protein coupled receptors, which contains several receptor subtypes with different pharmacological selectivity for various adenosine and uridine nucleotides. This receptor is a P2Y purinergic receptor for UDP-glucose and other UDP-sugars coupled to G-proteins. It has been implicated in extending the known immune system functions of P2Y receptors by participating in the regulation of the stem cell compartment, and it may also play a role in neuroimmune function. Two transcript variants encoding the same protein have been identified for this gene. [provided by RefSeq, Jul 2008]."
HGNC:34346,GENE,C4orf47,chromosome 4 open reading frame 47,NA,NA
HGNC:23151,GENE,FERMT3,FERM domain containing kindlin 3,KIND3|MIG-2|MIG2B|UNC112C|URP2|URP2SF,"Kindlins are a small family of proteins that mediate protein-protein interactions involved in integrin activation and thereby have a role in cell adhesion, migration, differentiation, and proliferation. The protein encoded by this gene has a key role in the regulation of hemostasis and thrombosis. This protein may also help maintain the membrane skeleton of erythrocytes. Mutations in this gene cause the autosomal recessive leukocyte adhesion deficiency syndrome-III (LAD-III). Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jan 2010]."
HGNC:10880,GENE,PMEL,premelanosome protein,D12S53E|ME20|ME20-M|ME20M|P1|P100|PMEL17|SI|SIL|SILV|gp100,"This gene encodes a melanocyte-specific type I transmembrane glycoprotein. The encoded protein is enriched in melanosomes, which are the melanin-producing organelles in melanocytes, and plays an essential role in the structural organization of premelanosomes. This protein is involved in generating internal matrix fibers that define the transition from Stage I to Stage II melanosomes. This protein undergoes a complex pattern of prosttranslational processing and modification that is essential to the proper functioning of the protein. A secreted form of this protein that is released by proteolytic ectodomain shedding may be used as a melanoma-specific serum marker. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jan 2011]."
ensembl:ENSG00000205361,NA,ensembl:ENSG00000205361,"metallothionein 1D, pseudogene",NA,NA
HGNC:17383,GENE,HRH4,histamine receptor H4,AXOR35|BG26|GPCR105|GPRv53|H4|H4R|HH4R,"Histamine is a ubiquitous messenger molecule released from mast cells, enterochromaffin-like cells, and neurons. Its various actions are mediated by a family of histamine receptors, which are a subset of the G-protein coupled receptor superfamily. This gene encodes a histamine receptor that is predominantly expressed in haematopoietic cells. The protein is thought to play a role in inflammation and allergy reponses. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]."
HGNC:22944,GENE,NLRP6,NLR family pyrin domain containing 6,AVR|CLR11.4|NALP6|NAVR|NAVR/AVR|PAN3|PYPAF5,"The protein encoded by this gene binds arginine-vasopressin and may be involved in the arginine-vasopressin-mediated regulation of renal salt-water balance. The encoded protein also mediates inflammatory responses in the colon to allow recovery from intestinal epithelial damage and protects against tumorigenesis and the development of colitis. Finally, this protein can increase activation of NF-kappa-B, activation of CASP1 through interaction with ASC, and cAMP accumulation. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2013]."
HGNC:43938,GENE,GNG12-AS1,"GNG12, DIRAS3 and WLS antisense RNA 1",NA,NA
HGNC:4901,GENE,HHEX,hematopoietically expressed homeobox,HEX|HMPH|HOX11L-PEN|PRH|PRHX,"This gene encodes a member of the homeobox family of transcription factors, many of which are involved in developmental processes. Expression in specific hematopoietic lineages suggests that this protein may play a role in hematopoietic differentiation. [provided by RefSeq, Jul 2008]."
HGNC:14211,GENE,BLNK,B cell linker,AGM4|BASH|BLNK-S|LY57|SLP-65|SLP65|bca,"This gene encodes a cytoplasmic linker or adaptor protein that plays a critical role in B cell development. This protein bridges B cell receptor-associated kinase activation with downstream signaling pathways, thereby affecting various biological functions. The phosphorylation of five tyrosine residues is necessary for this protein to nucleate distinct signaling effectors following B cell receptor activation. Mutations in this gene cause hypoglobulinemia and absent B cells, a disease in which the pro- to pre-B-cell transition is developmentally blocked. Deficiency in this protein has also been shown in some cases of pre-B acute lymphoblastic leukemia. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, May 2012]."
